Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,2689.600098,2722.219971,2667.570068,2683.360107,2683.360107,1229900
2022-03-01,2689.600098,2722.219971,2667.570068,2683.360107,2683.360107,1229129
